epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,289.251,0.63128,0.35808,0.93704,0.99848,1,0.995,0.83321,0.68722,0.30673,0.89382,0.000476923,0.000476923,0.000476923
102,292.071,0.60884,0.35262,0.92625,0.99825,1,0.995,0.85032,0.66542,0.28685,0.88895,0.000461692,0.000461692,0.000461692
103,294.848,0.58828,0.34062,0.919,0.99836,1,0.995,0.8438,0.67186,0.29907,0.88897,0.000446462,0.000446462,0.000446462
104,297.639,0.60875,0.34406,0.92168,0.99849,1,0.995,0.86747,0.66332,0.2908,0.8735,0.000431231,0.000431231,0.000431231
105,300.395,0.59932,0.34123,0.92228,0.99856,1,0.995,0.87723,0.64409,0.28408,0.87416,0.000416,0.000416,0.000416
106,303.197,0.5929,0.33839,0.91887,0.99857,1,0.995,0.87228,0.65823,0.28272,0.8784,0.000400769,0.000400769,0.000400769
107,306.018,0.58826,0.33714,0.92414,0.9985,1,0.995,0.87318,0.63316,0.2885,0.86931,0.000385538,0.000385538,0.000385538
108,308.825,0.572,0.3338,0.91963,0.99857,1,0.995,0.87143,0.66472,0.29903,0.88143,0.000370308,0.000370308,0.000370308
109,311.635,0.58729,0.33158,0.91913,0.99856,1,0.995,0.86534,0.65431,0.29335,0.87575,0.000355077,0.000355077,0.000355077
110,314.456,0.57888,0.33727,0.92441,0.99857,1,0.995,0.86927,0.65748,0.28192,0.87664,0.000339846,0.000339846,0.000339846
111,317.306,0.5856,0.33279,0.92197,0.99856,1,0.995,0.85959,0.65209,0.28295,0.87354,0.000324615,0.000324615,0.000324615
112,320.11,0.58217,0.33149,0.92012,0.99858,1,0.995,0.85929,0.65183,0.28905,0.86999,0.000309385,0.000309385,0.000309385
113,322.912,0.55886,0.31944,0.91347,0.99857,1,0.995,0.86826,0.64257,0.2887,0.87529,0.000294154,0.000294154,0.000294154
114,325.685,0.57531,0.32746,0.91251,0.99858,1,0.995,0.85828,0.68755,0.28968,0.88498,0.000278923,0.000278923,0.000278923
115,328.523,0.54936,0.31235,0.91306,0.99855,1,0.995,0.86721,0.64283,0.26799,0.86633,0.000263692,0.000263692,0.000263692
116,331.32,0.56605,0.32509,0.9139,0.99852,1,0.995,0.87285,0.65392,0.27336,0.8779,0.000248462,0.000248462,0.000248462
117,334.126,0.55145,0.31696,0.91502,0.99856,1,0.995,0.85129,0.64831,0.27381,0.87282,0.000233231,0.000233231,0.000233231
118,336.964,0.54834,0.31339,0.91159,0.99858,1,0.995,0.87487,0.65464,0.27517,0.8703,0.000218,0.000218,0.000218
