epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,2191.23,0.71891,0.39083,1.07936,0.9775,0.98735,0.98573,0.69868,0.85609,0.38652,1.27416,0.0005546,0.0005546,0.0005546
75,2229.51,0.69451,0.38551,1.07807,0.976,0.95455,0.981,0.70532,0.85317,0.41104,1.25352,0.0005348,0.0005348,0.0005348
76,2264.14,0.72345,0.39873,1.07255,0.97545,0.95455,0.98443,0.6987,0.87254,0.38879,1.27837,0.000515,0.000515,0.000515
77,2294.34,0.74542,0.39725,1.10018,0.9751,0.97727,0.98576,0.70628,0.86833,0.38377,1.25631,0.0004952,0.0004952,0.0004952
78,2318.43,0.70793,0.38521,1.08328,0.97541,0.97727,0.9847,0.69956,0.87267,0.39381,1.29231,0.0004754,0.0004754,0.0004754
79,2343.52,0.68281,0.39106,1.05061,0.96687,0.99507,0.98581,0.70202,0.85561,0.39404,1.25646,0.0004556,0.0004556,0.0004556
80,2370.24,0.67684,0.36219,1.04651,0.96782,0.97727,0.98545,0.71649,0.86877,0.40367,1.25114,0.0004358,0.0004358,0.0004358
81,2395.99,0.74627,0.40106,1.10543,0.97513,0.97727,0.98384,0.70929,0.89361,0.40477,1.25138,0.000416,0.000416,0.000416
82,2422.56,0.69844,0.39633,1.05249,0.96361,0.97727,0.98676,0.71583,0.85566,0.38613,1.25097,0.0003962,0.0003962,0.0003962
83,2449.73,0.72858,0.39221,1.0987,0.96665,0.98801,0.98782,0.72735,0.8814,0.39223,1.24499,0.0003764,0.0003764,0.0003764
84,2487.55,0.68909,0.38759,1.06886,0.97505,0.98864,0.98724,0.71142,0.89864,0.38545,1.26296,0.0003566,0.0003566,0.0003566
85,2514.27,0.74471,0.39053,1.08339,0.97752,0.98817,0.98806,0.70628,0.89511,0.38161,1.26108,0.0003368,0.0003368,0.0003368
