epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,265.245,0.55038,0.34084,1.00877,0.94833,0.98327,0.97706,0.85541,0.62478,0.36396,1.0248,0.000537846,0.000537846,0.000537846
98,267.942,0.58172,0.36731,1.0116,0.90871,0.99107,0.97242,0.85201,0.59881,0.36733,0.99927,0.000522615,0.000522615,0.000522615
99,270.582,0.57705,0.35646,1.01103,0.9249,0.9896,0.97008,0.85287,0.58638,0.34903,0.99267,0.000507385,0.000507385,0.000507385
100,273.248,0.55301,0.34342,1.00236,0.91744,1,0.96093,0.85101,0.58046,0.37828,0.99496,0.000492154,0.000492154,0.000492154
101,275.9,0.54604,0.3417,0.99058,0.92391,0.99107,0.96667,0.8516,0.55351,0.35083,0.95328,0.000476923,0.000476923,0.000476923
102,278.638,0.53981,0.34172,0.99005,0.93941,0.96911,0.97128,0.8561,0.56573,0.35328,0.95867,0.000461692,0.000461692,0.000461692
103,281.324,0.54825,0.34359,0.9958,0.94051,0.97321,0.97452,0.85956,0.5829,0.34086,0.97015,0.000446462,0.000446462,0.000446462
104,283.993,0.5471,0.34356,1.0122,0.93266,0.99107,0.97247,0.85614,0.57571,0.32751,0.98005,0.000431231,0.000431231,0.000431231
105,286.687,0.53599,0.34077,0.9919,0.93975,0.99107,0.97638,0.855,0.57473,0.32814,0.96528,0.000416,0.000416,0.000416
106,289.423,0.54164,0.33376,0.99544,0.94735,0.99107,0.97826,0.86388,0.56948,0.32309,0.96985,0.000400769,0.000400769,0.000400769
107,292.157,0.54511,0.32864,1.00159,0.94774,0.99107,0.97596,0.8603,0.58686,0.33111,0.97631,0.000385538,0.000385538,0.000385538
108,294.841,0.52579,0.33273,0.98831,0.94704,0.99107,0.97689,0.85677,0.57525,0.31909,0.97053,0.000370308,0.000370308,0.000370308
109,297.552,0.5265,0.33211,0.99155,0.95283,0.99107,0.97667,0.86056,0.58011,0.3257,0.98058,0.000355077,0.000355077,0.000355077
110,300.294,0.52644,0.32666,0.99187,0.95619,0.98214,0.97712,0.86188,0.55941,0.31796,0.9699,0.000339846,0.000339846,0.000339846
111,302.961,0.52266,0.33063,0.98762,0.94906,0.9981,0.97668,0.85712,0.56505,0.30594,0.97259,0.000324615,0.000324615,0.000324615
112,305.76,0.52232,0.33635,0.99838,0.94843,0.99107,0.9767,0.85889,0.57446,0.30792,0.97288,0.000309385,0.000309385,0.000309385
113,308.423,0.51049,0.31214,0.98231,0.9491,0.99883,0.9794,0.85827,0.55973,0.30964,0.95295,0.000294154,0.000294154,0.000294154
114,311.084,0.5173,0.32442,0.98211,0.94047,1,0.97303,0.86716,0.54242,0.3033,0.94403,0.000278923,0.000278923,0.000278923
115,313.751,0.50814,0.31285,0.97463,0.94115,0.99949,0.97051,0.85995,0.54855,0.31227,0.94185,0.000263692,0.000263692,0.000263692
116,316.491,0.51376,0.32176,0.98809,0.9374,1,0.97624,0.86382,0.55472,0.30912,0.94271,0.000248462,0.000248462,0.000248462
117,319.232,0.49673,0.31028,0.9761,0.94726,0.99107,0.97343,0.86744,0.54674,0.30357,0.9442,0.000233231,0.000233231,0.000233231
118,322.053,0.52088,0.3319,0.98722,0.94093,1,0.97987,0.86278,0.57766,0.31056,0.96392,0.000218,0.000218,0.000218
119,324.756,0.49607,0.30462,0.97832,0.93909,0.97321,0.97897,0.86508,0.56755,0.30689,0.9596,0.000202769,0.000202769,0.000202769
120,327.542,0.49703,0.30936,0.97984,0.93316,1,0.97917,0.86357,0.55187,0.31119,0.94917,0.000187538,0.000187538,0.000187538
121,340.079,0.48068,0.29887,1.00121,0.92536,0.99631,0.97308,0.85199,0.57275,0.32768,0.96616,0.000172308,0.000172308,0.000172308
122,342.756,0.44904,0.26082,0.97035,0.93337,0.96429,0.96293,0.8241,0.57396,0.36183,0.97975,0.000157077,0.000157077,0.000157077
123,345.381,0.44292,0.25593,0.96155,0.93522,0.94643,0.94832,0.82158,0.5797,0.36998,0.98761,0.000141846,0.000141846,0.000141846
124,347.998,0.43532,0.24596,0.95448,0.9467,0.95536,0.96978,0.8418,0.56261,0.33844,0.97219,0.000126615,0.000126615,0.000126615
125,350.579,0.43288,0.23529,0.95621,0.94698,0.98214,0.97276,0.8448,0.56452,0.32037,0.97545,0.000111385,0.000111385,0.000111385
126,353.192,0.43962,0.24094,0.95545,0.94011,0.98106,0.97088,0.84724,0.55697,0.32631,0.96234,9.61538e-05,9.61538e-05,9.61538e-05
127,355.838,0.43239,0.24014,0.94232,0.93068,0.98214,0.97061,0.84723,0.53959,0.3333,0.9446,8.09231e-05,8.09231e-05,8.09231e-05
128,358.511,0.41513,0.23528,0.93832,0.91612,0.9752,0.9704,0.84717,0.54202,0.32051,0.94692,6.56923e-05,6.56923e-05,6.56923e-05
129,361.175,0.40624,0.22987,0.93754,0.92983,0.99107,0.97668,0.8538,0.54129,0.31829,0.948,5.04615e-05,5.04615e-05,5.04615e-05
130,363.88,0.40877,0.23074,0.93216,0.94015,0.98181,0.9769,0.84851,0.54471,0.31677,0.94998,3.52308e-05,3.52308e-05,3.52308e-05
